text,true_labels,predicted_labels,top_confidence,exact_match
MgBot includes modules for dumping and capturing credentials from process memory.,credential-access,collection|credential-access,0.9731897711753844,False
APT33 has used compromised Office 365 accounts in tandem with Ruler in an attempt to gain control of endpoints.,initial-access|persistence|privilege-escalation|stealth,initial-access,0.9731387495994568,False
Grandoreiro can use malicious browser extensions to steal cookies and other user information.,persistence,credential-access,0.9729852676391602,False
FIN6 has collected schemas and user accounts from systems running SQL Server.,collection,discovery,0.9728823304176332,False
"ZIPLINE can identify a specific string in intercepted network traffic, `SSH-2.0-OpenSSH_0.3xx.`, to trigger its command functionality.",command-and-control|persistence|stealth,discovery,0.9728307723999025,False
The AADInternals `Set-AADIntUserMFA` command can be used to disable MFA for a specified user.,credential-access|defense-impairment|persistence,defense-impairment,0.972779095172882,False
Higaisa dropped and added officeupdate.exe to scheduled tasks.,execution|persistence|privilege-escalation,persistence|privilege-escalation,0.972727358341217,False
"Pupy can send screenshots files, keylogger data, files, and recorded audio back to the C2 server.",exfiltration,collection|exfiltration,0.972727358341217,False
"StrelaStealer has sideloaded a DLL payload using a renamed, legitimate `msinfo32.exe` executable.",execution|stealth,stealth,0.9726754426956176,False
"During Operation AkaiRyū, MirrorFace used compromised accounts to send spearphishing emails.",resource-development,initial-access,0.9725192785263062,False
Empire can utilize Invoke-DCOM to leverage remote COM execution for lateral movement.,lateral-movement,execution|lateral-movement,0.9724670648574828,False
"During the 2025 Poland Wiper Attacks, the adversaries leveraged stolen credentials from on-premises environments to access cloud services.",initial-access|persistence|privilege-escalation|stealth,initial-access,0.972151517868042,False
"FIN6 has used tools to exploit Windows vulnerabilities in order to escalate privileges. The tools targeted CVE-2013-3660, CVE-2011-2005, and CVE-2010-4398, all of which could allow local users to access kernel-level privileges.",privilege-escalation,execution|persistence|privilege-escalation,0.9719924926757812,False
Stuxnet can create registry keys to load driver files.,defense-impairment|persistence,defense-impairment|persistence|privilege-escalation,0.9718859195709229,False
LockBit 3.0 can reboot the infected host into Safe Mode.,defense-impairment,defense-impairment|impact,0.9718859195709229,False
Qilin can bypass standard user access controls by using stolen tokens to launch processes at an elevated security context.,privilege-escalation,persistence|privilege-escalation|stealth,0.9718325734138488,False
Regin stage 1 modules for 64-bit systems have been found to be signed with fake certificates masquerading as originating from Microsoft Corporation and Broadcom Corporation.,stealth,defense-impairment,0.9716717004776,False
HyperBro has the ability to start and stop a specified service.,execution,impact,0.9716179370880128,False
"njRAT is capable of manipulating and deleting registry keys, including those used for persistence.",stealth,defense-impairment|persistence,0.9716179370880128,False
KGH_SPY has the ability to set the HKCU\Environment\UserInitMprLogonScript Registry key to execute logon scripts.,persistence|privilege-escalation,defense-impairment|persistence|privilege-escalation,0.971563994884491,False
"APT-C-36 has used a macro function to set scheduled tasks, disguised as those used by Google.",execution|persistence|privilege-escalation,execution,0.9715099930763244,False
StoneDrill has relied on injecting its payload directly into the process memory of the victim's preferred browser.,privilege-escalation|stealth,stealth,0.9714558720588684,False
Kapeka writes persistent configuration information to the victim host registry.,defense-impairment|persistence,defense-impairment|persistence|privilege-escalation,0.9714558720588684,False
APT29 has installed web shells on exploited Microsoft Exchange servers.,persistence,execution|persistence,0.9710193276405334,False
DustySky searches for removable media and duplicates itself onto it.,initial-access|lateral-movement,lateral-movement,0.9709092378616332,False
"Pacu can enumerate and download files stored in AWS storage services, such as S3 buckets.",collection,discovery,0.9707432389259338,False
Crutch can exfiltrate files from compromised systems.,collection,exfiltration,0.970687747001648,False
APT-C-36 has used a compromised account to send a phishing email to an address likely used and monitored by the IT team within the same targeted organization.,lateral-movement,initial-access,0.9705764651298524,False
Dtrack has used cmd.exe to add a persistent service.,execution,execution|persistence|privilege-escalation,0.970520555973053,False
APT29 has hijacked legitimate application-specific startup scripts to enable malware to execute on system startup.,persistence|privilege-escalation,execution|persistence|privilege-escalation,0.9704646468162536,False
Rising Sun can clear a memory blog in the process by overwriting it with junk bytes.,stealth,defense-impairment|impact,0.9704646468162536,False
Embargo has avoided encrypting specific files and directories by leveraging a regular expression within the ransomware binary.,stealth,impact|stealth,0.9704086184501648,False
"During the T9000 installation process, it drops a copy of the legitimate Microsoft binary igfxtray.exe. The executable contains a side-loading weakness which is used to load a portion of the malware.",execution|stealth,stealth,0.9704086184501648,False
APT33 has attempted to use WMI event subscriptions to establish persistence on compromised hosts.,persistence|privilege-escalation,execution|persistence|privilege-escalation,0.9703524708747864,False
Koadic can use mshta to serve additional payloads and to help schedule tasks for persistence.,stealth,execution|persistence|privilege-escalation,0.9703524708747864,False
LAPSUS$ has deleted the target's systems and resources in the cloud to trigger the organization's incident and crisis response process.,defense-impairment,impact,0.9701269268989564,False
APT-C-36 has used phishing pages appearing like legitimate banking login portals to compromise credentials.,resource-development,initial-access|reconnaissance,0.9700134992599488,False
"Suckfly the victim's internal network for hosts with ports 8080, 5900, and 40 open.",discovery,command-and-control,0.969956636428833,False
LAMEHUG can use HTTP POST requests to exfiltrate data from compromised hosts to C2.,command-and-control,exfiltration,0.9697853922843932,False
APT38 has conducted watering holes schemes to gain initial access to victims.,initial-access,initial-access|reconnaissance,0.9697281122207642,False
Kapeka can identify system proxy settings via `WinHttpGetIEProxyConfigForCurrentUser()` during initialization and utilize these settings for subsequent command and control operations.,command-and-control,discovery,0.9694979190826416,False
Empire has a module for creating a new domain user if permissions allow.,persistence,persistence|privilege-escalation,0.9693241715431212,False
Qilin can terminate antivirus-related processes and services.,defense-impairment,defense-impairment|impact,0.9692660570144652,False
"During the 2025 Poland Wiper Attacks, the adversaries modified two-factor settings within the FortiGate solution to `unset`.",credential-access|defense-impairment|persistence,defense-impairment,0.9692078232765198,False
"APT-C-36 has used geolocation filtering in malware delivery to redirect traffic not coming from a targeted region or country, such as Ecuador or Colombia, to legitimate sites.",stealth,command-and-control,0.9690910577774048,False
APT38 has used a custom secure delete function to make deleted files unrecoverable.,impact,stealth,0.9690910577774048,False
WastedLocker can perform a UAC bypass if it is not executed with administrator rights or if the infected host runs Windows Vista or later.,privilege-escalation,defense-impairment|persistence|privilege-escalation,0.9690910577774048,False
Stuxnet uses an RPC server that contains a file dropping routine and support for payload version updates for P2P communications within a victim network.,lateral-movement,command-and-control,0.9689738154411316,False
Higaisa discovered system proxy settings and used them if available.,command-and-control,discovery,0.9687971472740172,False
"LAPSUS$ has exploited unpatched vulnerabilities on internally accessible servers including JIRA, GitLab, and Confluence for privilege escalation.",privilege-escalation,initial-access,0.9687971472740172,False
Stuxnet infects remote servers via network shares and by infecting WinCC database views with malicious code.,lateral-movement,initial-access|lateral-movement,0.9680808186531068,False
HermeticWiper can disable the VSS service on a compromised host using the service control manager.,impact,defense-impairment,0.968020498752594,False
"LAPSUS$ has payed employees, suppliers, and business partners of target organizations for credentials.",resource-development,reconnaissance,0.968020498752594,False
Turian can scan for removable media to collect data.,discovery,collection,0.968020498752594,False
PlugX has leveraged an initial executable disguised as a legitimate document to trick the target into opening it.,execution,stealth,0.9678993225097656,False
APT-C-36 has regularly used compromised email accounts in spearphishing campaigns.,resource-development,initial-access,0.9678385257720948,False
TONESHELL included functionality to create sub-processes with a specific user’s token.,privilege-escalation|stealth,execution|persistence|privilege-escalation,0.967348575592041,False
"During the 2025 Poland Wiper Attacks, the adversaries leveraged stolen credentials within cloud services to download targeted data from SharePoint, and Teams.",collection,initial-access|lateral-movement,0.9671630263328552,False
APT29 has embedded ISO images and VHDX files in HTML to evade Mark-of-the-Web.,defense-impairment,stealth,0.9670388102531432,False
"MirrorFace has employed malicious macros and native Windows tools such as csvde.exe, nltest.exe and quser.exe for discovery.",discovery,execution,0.9667888283729552,False
Stuxnet transforms encrypted binary data into an ASCII string in order to use it as a URL parameter value.,command-and-control,stealth,0.9667888283729552,False
SharpDisco has dropped a recent-files stealer plugin to `C:\Users\Public\WinSrcNT\It11.exe`.,collection,stealth,0.9667260646820068,False
BADNEWS typically loads its DLL file into a legitimate signed Java or VMware executable.,execution|stealth,stealth,0.966663122177124,False
SDBbot has the ability to use image file execution options for persistence if it detects it is running with admin privileges on a Windows version newer than Windows 7.,persistence|privilege-escalation,execution|persistence|privilege-escalation,0.966537058353424,False
HermeticWiper can compress 32-bit and 64-bit driver files with the Lempel-Ziv algorithm.,stealth,collection,0.9664104580879213,False
"Impacket has used its `wmiexec` command, leveraging Windows Management Instrumentation, to remotely stage and execute payloads in victim networks.",lateral-movement,execution,0.9662834405899048,False
"Wingbird uses services.exe to register a new autostart service named ""Audit Service"" using a copy of the local lsass.exe file.",execution,defense-impairment|persistence|privilege-escalation,0.9662834405899048,False
PureCrypter code contains an ExclusionRegionNames option where it can compare the results of `kernel32!GetGeoInfo` with a list of regions.,stealth,discovery,0.9660280346870422,False
TrickBot has used a hidden VNC (hVNC) window to monitor the victim and collect information stealthily.,stealth,collection,0.9657707214355468,False
"Pacu can search for sensitive data: for example, in Code Build environment variables, EC2 user data, and Cloud Formation templates.",credential-access,discovery,0.9657707214355468,False
HermeticWiper can overwrite the `C:\Windows\System32\winevt\Logs` file on a targeted system.,defense-impairment,defense-impairment|impact,0.9657061100006104,False
DOWNIISSA can use the `URLDownloadToFileA()` API to download from remote resources.,execution,command-and-control,0.9657061100006104,False
SMOKEDHAM has created user accounts.,persistence,persistence|privilege-escalation,0.9657061100006104,False
"During Operation AkaiRyū, MirrorFace abused Visual Studio Code (VS Code) remote tunnels to gain access and execute code on compromised machines.",command-and-control,initial-access,0.9655115008354188,False
KGH_SPY has the ability to set a Registry key to run a cmd.exe command.,execution,defense-impairment|persistence|privilege-escalation,0.9654463529586792,False
WinMM sets a WH_CBT Windows hook to search for and capture files on the victim.,discovery,collection,0.9654463529586792,False
"MultiLayer Wiper deletes files on network drives, but corrupts and overwrites with random data files stored locally.",impact,impact|stealth,0.9653811454772948,False
Agent.btz creates a file named thumb.dd on all USB flash drives connected to the victim. This file contains information about the infected system and activity logs.,exfiltration,discovery,0.9653811454772948,False
LockBit 3.0 can enable automatic logon through the `SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon` Registry key.,persistence|privilege-escalation,defense-impairment|persistence,0.9653158187866212,False
APT19 launched an HTTP malware variant and a Port 22 malware variant using a legitimate executable that loaded the malicious DLL.,execution|stealth,command-and-control,0.96518474817276,False
MirrorFace has used remote template injection to retrieve malicious payloads from the C2.,stealth,command-and-control,0.96518474817276,False
DarkTortilla can implement the `kernel32.dll` Sleep function to delay execution for up to 300 seconds before implementing persistence or processing an addon package.,discovery|stealth,stealth,0.964987337589264,False
KillDisk loads and executes functions from a DLL.,execution,execution|stealth,0.964855134487152,False
Daggerfly created code signing certificates to sign malicious macOS files.,resource-development,defense-impairment,0.9645892381668092,False
Embargo has cleared files from the recycle bin by invoking `SHEmptyRecycleBinW()` and disabled Windows recovery through `C:\Windows\System32\cmd.exe /q /c bcdedit /set {default} recoveryenabled no`.,impact,defense-impairment|impact,0.964522421360016,False
MirrorFace has sent targeted emails purporting to be from a Japanese political party’s PR department.,stealth,initial-access,0.9643886089324952,False
TrickBot has used a VNC module to monitor the victim and collect information to pivot to valuable systems on the network,lateral-movement,collection,0.9643214344978333,False
"During APT28 Nearest Neighbor Campaign, APT28 used the built-in netsh portproxy command to create internal proxies on compromised systems.",command-and-control,execution,0.9641867876052856,False
Indrik Spider has searched files to obtain and exfiltrate credentials.,credential-access,collection|credential-access,0.9641192555427552,False
Downdelph uses search order hijacking of the Windows executable sysprep.exe to escalate privileges.,execution|stealth,privilege-escalation|stealth,0.9636433720588684,False
KillDisk deletes system files to make the OS unbootable. KillDisk also targets and deletes files with 35 different file extensions.,impact,impact|stealth,0.9635748267173768,False
FIN13 has created MS-SQL local accounts in a compromised network.,persistence,persistence|privilege-escalation,0.9635062217712402,False
BoomBox can encrypt data using AES prior to exfiltration.,stealth,collection|exfiltration,0.963230550289154,False
LAPSUS$ has removed a targeted organization's global admin accounts to lock the organization out of all access.,impact,defense-impairment|impact,0.963161289691925,False
BoomBox can upload data to dedicated per-victim folders in Dropbox.,exfiltration,collection|exfiltration,0.9630919694900512,False
Grandoreiro can store its configuration in the Registry at `HKCU\Software\` under frequently changing names including %USERNAME% and ToolTech-RM .,stealth,defense-impairment|persistence,0.9630224108695984,False
DOWNIISSA can create an instance of msiexec.exe and inject LODEINFO shellcode into the memory of the process.,stealth,privilege-escalation|stealth,0.9629528522491456,False
Elise configures itself as a service.,persistence|privilege-escalation,privilege-escalation|stealth,0.9629528522491456,False
"During RedPenguin, UNC3886 exploited CVE-2025-21590 to bypass Veriexec protections in Junos OS designed to prevent unauthorized binary execution.",execution,persistence|privilege-escalation|stealth,0.9628831148147584,False
APT38 has used the legitimate application `ieinstal.exe` to bypass UAC.,privilege-escalation,privilege-escalation|stealth,0.9627432227134703,False
Qilin can configure a Winlogon registry entry.,persistence|privilege-escalation,defense-impairment|persistence,0.9625324606895448,False
EXOTIC LILY has searched for information on targeted individuals on business databases including RocketReach and CrunchBase.,reconnaissance,discovery|reconnaissance,0.9625324606895448,False
The BlackEnergy 3 variant drops its main DLL component and then creates a .lnk shortcut to that file in the startup folder.,persistence|privilege-escalation,privilege-escalation|stealth,0.9622496962547302,False
"During APT28 Nearest Neighbor Campaign, APT28 dumped NTDS.dit through creating volume shadow copies via vssadmin .",credential-access,lateral-movement,0.9618934392929076,False
DarkTortilla has used the `WshShortcut` COM object to create a .lnk shortcut file in the Windows startup folder.,execution,execution|persistence|privilege-escalation,0.9617499113082886,False
"KGH_SPY has the ability to steal data from the Chrome, Edge, Firefox, Thunderbird, and Opera browsers.",credential-access,collection,0.961533784866333,False
APT29 uses compromised residential endpoints as proxies for defense evasion and network access.,command-and-control,initial-access,0.9614614844322203,False
APT19 performed a watering hole attack on forbes.com in 2014 to compromise targets.,initial-access,initial-access|reconnaissance,0.9611709713935852,False
"APT29 has leveraged compromised high-privileged on-premises accounts synced to Office 365 to move laterally into a cloud environment, including through the use of Azure AD PowerShell.",lateral-movement,initial-access|persistence|privilege-escalation,0.9606574773788452,False
Lizar has used the Reflective DLL injection module from Github to inject itself into a process’s memory.,stealth,privilege-escalation|stealth,0.9605836272239684,False
MirrorFace has placed specific content in phishing emails to target members of particular political parties.,reconnaissance,initial-access,0.9605096578598022,False
"APT29 targets dormant or inactive user accounts, accounts belonging to individuals no longer at the organization but whose accounts remain on the system, for access and persistence.",initial-access|persistence|privilege-escalation|stealth,persistence|privilege-escalation,0.9603611826896667,False
UPPERCUT can upload files to the C2 from infected machines.,collection,exfiltration,0.9603611826896667,False
TrickBot has used printf and file I/O loops to delay process execution as part of API hammering.,discovery|stealth,stealth,0.9602867364883424,False
NETWIRE can capture session logon details from a compromised host.,discovery,collection,0.9597620368003844,False
Troll Stealer encrypts data sent to command and control infrastructure using a combination of RC4 and RSA-4096 algorithms.,command-and-control,exfiltration,0.9596865773200988,False
Axiom has been observed using SQL injection to gain access to systems.,initial-access,initial-access|lateral-movement,0.9593832492828368,False
PAKLOG has used legitimate signed binaries such as PACLOUD.exe for follow-on execution of malicious DLLs through DLL Side-Loading.,defense-impairment,defense-impairment|stealth,0.958769917488098,False
AADInternals can register a device to Azure AD.,persistence|privilege-escalation,defense-impairment,0.9584600329399108,False
Doki has used Ngrok to establish C2 and exfiltrate data.,exfiltration,command-and-control,0.9584600329399108,False
Qilin can reboot targeted systems in safe mode to avoid detection.,defense-impairment,defense-impairment|impact,0.958304226398468,False
Some SeaDuke samples have a module to extract email from Microsoft Exchange servers using compromised credentials.,initial-access|persistence|privilege-escalation|stealth,collection|credential-access,0.9579908847808838,False
Neoichor can clear the browser history on a compromised host by changing the `ClearBrowsingHistoryOnExit` value to 1 in the `HKEY_CURRENT_USER\Software\Microsoft\Internet Explorer\Privacy` Registry key.,stealth,defense-impairment,0.9579908847808838,False
"During RedPenguin, UNC3886 used malware implants to deobfuscate incoming C2 messages and encoded archives.",stealth,command-and-control,0.9577545523643494,False
HermeticWiper has the ability to deploy through an infected system's default domain policy.,defense-impairment|privilege-escalation,defense-impairment|persistence|privilege-escalation,0.95743727684021,False
Latrodectus can use the Windows Component Object Model (COM) to set scheduled tasks.,execution,execution|persistence,0.95735764503479,False
KEYMARBLE can upload files to the victim’s machine and can download additional payloads.,command-and-control,command-and-control|exfiltration,0.957277774810791,False
FIN6 has used the Stealer One credential stealer to target e-mail and file transfer utilities including FTP.,credential-access,reconnaissance,0.9571978449821472,False
Empire has a module for creating a local user if permissions allow.,persistence,persistence|privilege-escalation,0.957117795944214,False
StoneDrill has used several anti-emulation techniques to prevent automated analysis by emulators or sandboxes.,discovery|stealth,stealth,0.957117795944214,False
Empire can add a SID-History to a user if on a domain controller.,privilege-escalation|stealth,persistence|privilege-escalation,0.9567152261734008,False
Empire has a dylib hijacker module that generates a malicious dylib given the path to a legitimate dylib of a vulnerable application.,execution|stealth,privilege-escalation|stealth,0.9565531015396118,False
"During Operation Dream Job, Lazarus Group digitally signed their malware and the dbxcli utility.",resource-development,defense-impairment,0.9564718008041382,False
Kazuar can overwrite files with random data before deleting them.,impact,impact|stealth,0.956308901309967,False
Grandoreiro can use MSI files to execute DLLs.,stealth,execution|stealth,0.9562273025512696,False
Spark has used a splash screen to check whether an user actively clicks on the screen before running malicious code.,discovery|stealth,discovery,0.956063449382782,False
Crutch can use Dropbox to receive commands and upload stolen data.,command-and-control,exfiltration,0.9558990597724916,False
Empire can use built-in modules to abuse trusted utilities like MSBuild.exe.,execution|stealth,execution,0.9554855227470398,False
LAPSUS$ has purchased credentials and session tokens from criminal underground forums.,reconnaissance,credential-access,0.9549844264984132,False
Grandoreiro has infected victims via malicious attachments.,execution,initial-access,0.9548162817955016,False
AADInternals can inject a malicious DLL (`PTASpy`) into the `AzureADConnectAuthenticationAgentService` to backdoor Azure AD Pass-Through Authentication.,credential-access|defense-impairment|persistence,persistence|privilege-escalation|stealth,0.9547319412231444,False
Emotet has installed itself as a new service with the service name `Windows Defender System Service` and display name `WinDefService`.,stealth,persistence|privilege-escalation|stealth,0.9542226791381836,False
Hikit has used DLL to load oci.dll as a persistence mechanism.,execution|stealth,execution|persistence|privilege-escalation,0.9535353183746338,False
KillDisk terminates various processes to get the user to reboot the victim machine.,impact,defense-impairment|impact,0.95344877243042,False
"During RedPenguin, UNC3886 peformed a local memory patching attack to modify the snmpd and mgd Junos OS daemons.",persistence,defense-impairment|persistence|privilege-escalation,0.95344877243042,False
Empire has modules to interact with the Windows task scheduler.,execution|persistence|privilege-escalation,execution,0.95344877243042,False
Troll Stealer creates and executes a PowerShell script to delete itself.,execution,execution|stealth,0.9533619284629822,False
Mis-Type may create a temporary user on the system named `Lost_{Unique Identifier}`.,persistence,persistence|privilege-escalation,0.9531880021095276,False
One variant of BlackEnergy creates a new service using either a hard-coded or randomly generated name.,persistence|privilege-escalation,stealth,0.9531008005142212,False
Pacu leverages the AWS CLI for its operations.,execution,resource-development,0.9531008005142212,False
Emotet has sent Microsoft Word documents with embedded macros that will invoke scripts to download additional payloads.,execution,command-and-control,0.9529258608818054,False
FIN13 has utilized `nmap` for reconnaissance efforts. FIN13 has also scanned for internal MS-SQL servers in a compromised network.,discovery,reconnaissance,0.952397346496582,False
"HARDRAIN uses the command cmd.exe /c netsh firewall add portopening TCP 443 ""adp"" and makes the victim machine function as a proxy server.",command-and-control,defense-impairment,0.952397346496582,False
BlackByte Ransomware checks for files related to known sandboxes.,discovery|stealth,discovery,0.9523086547851562,False
REvil can force a reboot in safe mode with networking.,defense-impairment,defense-impairment|impact,0.9523086547851562,False
MirrorFace has used tools including the Secure Copy Protocol (SCP) client from PuTTY and Cobalt Strike.,resource-development,command-and-control,0.9521309733390808,False
MirrorFace has used the the PuTTY suite Secure Copy Protocol (SCP) client for file transfer.,command-and-control,lateral-movement,0.9519526958465576,False
"Part of APT28's operation involved using CHOPSTICK modules to copy itself to air-gapped machines, using files written to USB sticks to transfer data and command traffic.",command-and-control,lateral-movement,0.9517735838890076,False
"Daggerfly used Reg to dump the Security Account Manager (SAM), System, and Security Windows registry hives from victim machines.",discovery,credential-access,0.951594054698944,False
"SUNSPOT created a copy of the SolarWinds Orion software source file with a .bk extension to backup the original content, wrote SUNBURST using the same filename but with a .tmp extension, and then moved SUNBURST using MoveFileEx to the original filename with a .cs extension so it could be compiled within Orion software.",impact,stealth,0.9515040516853333,False
MultiLayer Wiper uses a batch script launched via a scheduled task to delete Windows Event Logs.,execution,execution|persistence|privilege-escalation,0.9514138102531432,False
EXOTIC LILY has used contact forms on victim websites to generate phishing e-mails.,reconnaissance,initial-access|reconnaissance,0.951323390007019,False
Brute Ratel C4 has used reflective loading to execute malicious DLLs.,stealth,execution|stealth,0.95123291015625,False
APT38 has unhooked DLLs to disable endpoint detection and response (EDR) or anti-virus (AV) tools.,defense-impairment,defense-impairment|stealth,0.951142191886902,False
Embargo has created a service named irnagentd that executed the MDeployer loader after the system is rebooted in Safe Mode.,execution,execution|privilege-escalation|stealth,0.9510514140129088,False
KillDisk has used the FindNextFile command as part of its file deletion process.,discovery,stealth,0.9509603977203368,False
"Agent.btz drops itself onto removable media devices and creates an autorun.inf file with an instruction to run that file. When the device is inserted into another system, it opens autorun.inf and loads the malware.",initial-access|lateral-movement,persistence|privilege-escalation|stealth,0.95059472322464,False
xCaon has encrypted data sent to the C2 server using a XOR key.,command-and-control,exfiltration,0.9503188729286194,False
FIN13 has leveraged `WMI` to move laterally within a compromised network via application servers and SQL servers.,lateral-movement,execution|lateral-movement,0.9498556852340698,False
P8RAT can send randomly-generated data as part of its C2 communication.,command-and-control,command-and-control|exfiltration,0.9495759606361388,False
Stuxnet sends compromised victim information via HTTP.,exfiltration,command-and-control|exfiltration,0.9494823217391968,False
"During RedPenguin, UNC3886 used malware to clear the `HISTFILE` environmental variable and to inject into Junos OS processes to inhibit logging.",defense-impairment,defense-impairment|stealth,0.9491063356399536,False
"SilverTerrier targets organizations in high technology, higher education, and manufacturing for business email compromise (BEC) campaigns with the goal of financial theft.",impact,reconnaissance,0.9491063356399536,False
"Embargo has leveraged MDeployer to terminate the MS4Killer process, delete the decrypted payload files and a driver file dropped by MS4killer, and reboot the system.",stealth,defense-impairment|impact,0.9490118622779846,False
ShimRatReporter sent collected system and network information compiled into a report to an adversary-controlled C2.,exfiltration,collection|exfiltration,0.948917269706726,False
APT29 has installed a run command on a compromised system to enable malware execution on system startup.,persistence|privilege-escalation,execution|persistence|privilege-escalation,0.948917269706726,False
Troll Stealer creates and can execute a BAT script that will delete the malware.,stealth,execution|stealth,0.9479621648788452,False
"During the 2025 Poland Wiper Attacks, the adversaries used the Rubeus tool to forge a Diamond Ticket that is a modified legitimate Kerberos ticket.",credential-access,credential-access|lateral-movement,0.9477691650390624,False
Qilin can execute `vssadmin.exe delete shadows /all /quiet` to remove volume shadow copies and can disable High Availability (HA) and Distributed Resource Scheduler (DRS) in vCenter clusters.,impact,defense-impairment|impact,0.9477691650390624,False
"Regin appears to have functionality to sniff for credentials passed over HTTP, SMTP, and SMB.",credential-access|discovery,credential-access,0.9474782943725586,False
Pysa has used RSA and AES-CBC encryption algorithm to encrypt a list of targeted file extensions.,impact,impact|stealth,0.9466953873634338,False
Cuckoo Stealer can use `launchctl` to load a LaunchAgent for persistence.,execution,execution|persistence|privilege-escalation,0.9466953873634338,False
MultiLayer Wiper removes the Volume Shadow Copy (VSS) service from infected devices along with all present shadow copies.,defense-impairment,defense-impairment|impact,0.9465966820716858,False
"BADNEWS identifies files with certain extensions from USB devices, then copies them to a predefined directory.",discovery,collection,0.9464978575706482,False
Neoichor can use the Internet Explorer (IE) COM interface to connect and receive commands from C2.,execution,command-and-control,0.9463988542556764,False
"During C0015, the threat actors used `mshta` to execute DLLs.",stealth,execution|stealth,0.9463988542556764,False
REvil has used obfuscated VBA macros for execution.,execution,stealth,0.94629967212677,False
An APT19 Port 22 malware variant registers itself as a service.,persistence|privilege-escalation,stealth,0.94629967212677,False
"BlackByte Ransomware creates a mutex value with a hard-coded name, and terminates if that mutex already exists on the victim system. BlackByte Ransomware checks the system language to see if it matches one of a list of hard-coded values; if a match is found, the malware will terminate.",stealth,impact|stealth,0.9462003111839294,False
EXOTIC LILY has used the e-mail notification features of legitimate file sharing services for spearphishing.,initial-access,initial-access|reconnaissance,0.9458011984825134,False
"For Operation Dream Job, Lazarus Group used LinkedIn to identify and target employees within a chosen organization.",reconnaissance,discovery|reconnaissance,0.9458011984825134,False
"Ixeshe has used registry values and file names associated with Adobe software, such as AcroRd32.exe.",stealth,defense-impairment|stealth,0.945600688457489,False
SMOKEDHAM has used Powershell to download UltraVNC and ngrok from third-party file sharing sites.,command-and-control,execution,0.9452984929084778,False
APT33 has used a publicly available exploit for CVE-2017-0213 to escalate privileges on a local system.,privilege-escalation,execution|persistence|privilege-escalation,0.9446893334388732,False
"During Operation AkaiRyū, MirrorFace abused a signed McAfee executable to load UPPERCUT.",defense-impairment,stealth,0.9443824291229248,False
ShimRat has registered two registry keys for shim databases.,defense-impairment|persistence,defense-impairment,0.9443824291229248,False
Pikabot Distribution February 2024 utilized obfuscated JavaScript files for initial Pikabot payload download.,execution,stealth,0.9443824291229248,False
APT29 has used a compromised global administrator account in Azure AD to backdoor a service principal with `ApplicationImpersonation` rights to start collecting emails from targeted mailboxes; APT29 has also used compromised accounts holding `ApplicationImpersonation` rights in Exchange to collect emails.,persistence|privilege-escalation,initial-access|persistence|privilege-escalation,0.9443824291229248,False
Emissary has the capability to execute ver and systeminfo commands.,discovery,execution,0.9442797303199768,False
LazyWiper has overwritten files with pseudorandom 32‑byte sequences written at 16‑byte intervals making the file unrecoverable.,impact,stealth,0.9441768527030944,False
Blue Mockingbird has executed custom-compiled XMRIG miner DLLs using regsvr32.exe.,stealth,execution|stealth,0.9436599016189576,False
"Cuckoo Stealer can collect bookmarks, cookies, and history from Safari.",discovery,credential-access,0.9431384205818176,False
BlackByte Ransomware enables SMBv1 during execution.,defense-impairment,lateral-movement,0.9430335760116576,False
Empire contains modules for executing commands over SSH as well as in-memory VNC agent injection.,lateral-movement,execution|lateral-movement,0.9430335760116576,False
KillDisk has called the Windows API to retrieve the hard disk handle and shut down the machine.,execution,impact,0.9430335760116576,False
"APT29 uses stolen tokens to access victim accounts, without needing a password.",credential-access,lateral-movement,0.9427180886268616,False
"For Operation Dream Job, Lazarus Group gathered victim organization information to identify specific targets.",reconnaissance,discovery|reconnaissance,0.9427180886268616,False
TONESHELL has encoded a payload with a random 32-byte key using XOR. TONESHELL has also encoded payloads with a 256-byte key using XOR.,command-and-control,stealth,0.9426124691963196,False
REvil can connect to and disable the Symantec server on the victim's network.,defense-impairment,defense-impairment|impact,0.9425067901611328,False
Indrik Spider has used Group Policy Objects to deploy batch scripts.,defense-impairment|privilege-escalation,defense-impairment|persistence|privilege-escalation,0.9424007534980774,False
Pysa has the functionality to delete shadow copies.,impact,impact|stealth,0.941223442554474,False
StrelaStealer has been delivered via JScript files in a ZIP archive.,stealth,execution,0.9411153197288512,False
Impacket modules like GetUserSPNs can be used to get Service Principal Names (SPNs) for user accounts. The output is formatted to be compatible with cracking tools like John the Ripper and Hashcat.,credential-access,discovery,0.9408984184265136,False
MirrorFace has exfiltrated stored emails from compromised hosts.,collection,collection|exfiltration,0.9404625296592712,False
PlugX can modify the characteristics of folders to hide them from the compromised user. PlugX has also modified file attributes to hidden and system.,stealth,defense-impairment|stealth,0.9403530955314636,False
Kali365 has searched compromised mailboxes for credential material such as seed phrases and API keys.,credential-access,credential-access|reconnaissance,0.940133571624756,False
Keydnap puts a space after a false .jpg extension so that execution actually goes through the Terminal.app program.,stealth,privilege-escalation|stealth,0.9400236010551452,False
ShimRatReporter encrypted gathered information with a combination of shifting and XOR using a static key.,stealth,collection,0.9399133324623108,False
