text,true_labels,predicted_labels,max_confidence,source_name,technique_id,technique_name
APT19 performed a watering hole attack on forbes.com in 2014 to compromise targets.,initial-access,initial-access|reconnaissance,0.9649807682674503,APT19,T1189,Drive-by Compromise
"njRAT is capable of manipulating and deleting registry keys, including those used for persistence.",stealth,defense-impairment|persistence|stealth,0.9647019826743355,njRAT,T1070.009,Clear Persistence
BoomBox can decrypt AES-encrypted files downloaded from C2.,stealth,command-and-control|stealth,0.9645527251533533,BoomBox,T1140,Deobfuscate/Decode Files or Information
APT-C-36 has used PowerShell in malware execution including as part of fileless attack chains to download additional payloads.,execution,command-and-control|execution,0.9644102491378828,APT-C-36,T1059.001,PowerShell
Javali has been delivered via malicious links embedded in e-mails.,initial-access,execution|initial-access,0.9643387590458692,Javali,T1566.002,Spearphishing Link
BoomBox can encrypt data using AES prior to exfiltration.,stealth,collection,0.9643093027850157,BoomBox,T1027,Obfuscated Files or Information
"During the 2025 Poland Wiper Attacks, the adversaries leveraged stolen credentials from on-premises environments to access cloud services.",initial-access|persistence|privilege-escalation|stealth,credential-access|initial-access|lateral-movement|persistence,0.9641788329541382,2025 Poland Wiper Attacks,T1078.004,Cloud Accounts
Dtrack has used cmd.exe to add a persistent service.,execution,execution|persistence|privilege-escalation,0.9641393628950685,Dtrack,T1059.003,Windows Command Shell
"Lokibot has stolen credentials from multiple applications and data sources including Windows OS credentials, email clients, FTP, and SFTP clients.",credential-access,collection|credential-access,0.9641228155917371,Lokibot,T1555,Credentials from Password Stores
StrelaStealer variants have included excessive mathematical functions padding the binary and slowing execution for anti-analysis and sandbox evasion purposes.,stealth,discovery|stealth,0.9638434659373648,StrelaStealer,T1027.016,Junk Code Insertion
FIN6 has used Comodo code-signing certificates.,defense-impairment,credential-access|defense-impairment|resource-development,0.9637464029677506,FIN6,T1553.002,Code Signing
njRAT has used AutoIt to compile the payload and main script into a single executable after delivery.,stealth,execution|stealth,0.9635909046694824,njRAT,T1027.004,Compile After Delivery
Kali365 has leveraged Cloudflare workers as reverse proxy infrastructure.,command-and-control,command-and-control|resource-development,0.9635632291036629,Kali365,T1090,Proxy
BlackByte Ransomware creates a schedule task to execute remotely deployed ransomware payloads.,execution|persistence|privilege-escalation,execution|impact|persistence|privilege-escalation,0.9629877077412714,BlackByte Ransomware,T1053.005,Scheduled Task
StrelaStealer has been distributed as a malicious JavaScript object.,execution,execution|initial-access,0.9629374898909969,StrelaStealer,T1059.007,JavaScript
FIN6 has used Pastebin and Google Storage to host content for their operations.,command-and-control,resource-development,0.9628843055926568,FIN6,T1102,Web Service
Dtrack can collect a variety of information from victim machines.,collection,collection|discovery,0.9627622025660807,Dtrack,T1005,Data from Local System
"During Operation Dream Job, Lazarus Group executed a VBA written malicious macro after victims download malicious DOTM files; Lazarus Group also used Visual Basic macro code to extract a double Base64 encoded DLL implant.",execution,execution|stealth,0.9627333185439055,Operation Dream Job,T1059.005,Visual Basic
PAKLOG has used legitimate signed binaries such as PACLOUD.exe for follow-on execution of malicious DLLs through DLL Side-Loading.,defense-impairment,defense-impairment|execution|stealth,0.9626162839039841,PAKLOG,T1553.002,Code Signing
"PlugX has modified local firewall rules on victim machines to enable a random, high-number listening port for subsequent access and C2 activity.",defense-impairment,defense-impairment|persistence,0.9622008773454351,PlugX,T1686,Disable or Modify System Firewall
Daggerfly has used PowerShell and BITSAdmin to retrieve follow-on payloads from external locations for execution on victim machines.,command-and-control,execution|persistence,0.9620738529833693,Daggerfly,T1105,Ingress Tool Transfer
LockBit 2.0 can use the PowerShell module `InvokeGPUpdate` to modify Group Policy.,execution,defense-impairment|execution|privilege-escalation,0.9620479847831543,LockBit 2.0,T1059.001,PowerShell
"During the 2025 Poland Wiper Attacks, the adversaries utilized the Linux `dd` command to overwrite portions of the disks with random data.",execution,impact,0.9614630153444469,2025 Poland Wiper Attacks,T1059.004,Unix Shell
BlackEnergy attempts to bypass default User Access Control (UAC) settings by exploiting a backward-compatibility setting found in Windows 7 and later.,privilege-escalation,defense-impairment|privilege-escalation,0.9613837805173934,BlackEnergy,T1548.002,Bypass User Account Control
FIN6 has used the Stealer One credential stealer to target web browsers.,credential-access,credential-access|reconnaissance,0.9612371867477225,FIN6,T1555.003,Credentials from Web Browsers
KEYMARBLE has the capability to collect information on disk devices.,discovery,collection|discovery,0.9611999010982535,KEYMARBLE,T1680,Local Storage Discovery
Indrik Spider has purchased access to victim VPNs to facilitate access to victim environments.,resource-development,initial-access|persistence,0.9611327002959612,Indrik Spider,T1583,Acquire Infrastructure
"Empire can automatically gather the username, domain name, machine name, and other information from a compromised system.",collection,collection|discovery,0.9611302614091368,Empire,T1119,Automated Collection
LockBit 3.0 can delete log files on targeted systems.,defense-impairment,defense-impairment|impact|stealth,0.9609262400567159,LockBit 3.0,T1685.005,Clear Windows Event Logs
NPPSPY creates a network listener using the misspelled label logincontroll recorded to the Registry key HKLM\\SYSTEM\\CurrentControlSet\\Control\\NetworkProvider\\Order .,stealth,defense-impairment|persistence,0.9606871066659319,NPPSPY,T1684.001,Impersonation
"During Operation AkaiRyū, MirrorFace disguised LNK and SFX (self-extracting) files as Word documents to lure victims into opening malicious files.",stealth,execution|stealth,0.9603041522780449,Operation AkaiRyū,T1036.008,Masquerade File Type
WastedLocker can perform a UAC bypass if it is not executed with administrator rights or if the infected host runs Windows Vista or later.,privilege-escalation,privilege-escalation|stealth,0.9601799678277485,WastedLocker,T1548.002,Bypass User Account Control
"APT29 targets dormant or inactive user accounts, accounts belonging to individuals no longer at the organization but whose accounts remain on the system, for access and persistence.",initial-access|persistence|privilege-escalation|stealth,persistence|privilege-escalation|stealth,0.9600213824860478,APT29,T1078.003,Local Accounts
"During RedPenguin, UNC3886 exploited CVE-2025-21590 to enable malicious code injection into the memory of legitimate processes.",privilege-escalation|stealth,execution|initial-access|privilege-escalation|stealth,0.9596213747534648,RedPenguin,T1055,Process Injection
Lizar has a plugin that can retrieve credentials from Internet Explorer and Microsoft Edge using `vaultcmd.exe` and another that can collect RDP access credentials using the `CredEnumerateW` function.,credential-access,collection|credential-access,0.9592483921686336,Lizar,T1555.004,Windows Credential Manager
The `net localgroup` and `net group` commands in Net can be used to add existing users to local and domain groups.,persistence|privilege-escalation,discovery,0.9590703590631137,Net,T1098.007,Additional Local or Domain Groups
Doki was executed through an open Docker daemon API port.,initial-access|persistence,execution|persistence,0.9589147710985216,Doki,T1133,External Remote Services
APT29 has created self-signed digital certificates to enable mutual TLS authentication for malware.,resource-development,defense-impairment|resource-development,0.958622200619103,APT29,T1587.003,Digital Certificates
Stuxnet encodes the payload of system information sent to the command and control servers using a one byte 0xFF XOR key. Stuxnet also uses a 31-byte long static byte string to XOR data sent to command and control servers. The servers use a different static key to encrypt replies to the implant.,command-and-control,command-and-control|exfiltration,0.9582945322134055,Stuxnet,T1573.001,Symmetric Cryptography
"Playcrypt can avoid encrypting files with a .PLAY, .exe, .msi, .dll, .lnk, or .sys file extension.",discovery,stealth,0.9577022934100604,Playcrypt,T1083,File and Directory Discovery
TONESHELL has used WMI queries to gather information from the system.,execution,discovery|execution,0.9574976487578998,TONESHELL,T1047,Windows Management Instrumentation
"After downloading its main config file, Downdelph downloads multiple payloads from C2 servers.",command-and-control,command-and-control|stealth,0.9573366233451378,Downdelph,T1105,Ingress Tool Transfer
The BlackEnergy component KillDisk is capable of deleting Windows Event Logs.,defense-impairment,defense-impairment|stealth,0.9570552927704609,BlackEnergy,T1685.005,Clear Windows Event Logs
APT33 has used base64 to encode payloads.,stealth,command-and-control|stealth,0.9570200111284224,APT33,T1027.013,Encrypted/Encoded File
Keydnap uses a Launch Agent to persist.,persistence|privilege-escalation,execution|persistence|privilege-escalation,0.9567077244204741,Keydnap,T1543.001,Launch Agent
"During APT28 Nearest Neighbor Campaign, APT28 performed password-spray attacks against public facing services to validate credentials.",credential-access,credential-access|initial-access|reconnaissance,0.9565398138159479,APT28 Nearest Neighbor Campaign,T1110.003,Password Spraying
"USBStealer registers itself under a Registry Run key with the name ""USB Disk Security.""",persistence|privilege-escalation,defense-impairment|persistence|privilege-escalation,0.9565206796871465,USBStealer,T1547.001,Registry Run Keys / Startup Folder
StoneDrill has used several anti-emulation techniques to prevent automated analysis by emulators or sandboxes.,discovery|stealth,stealth,0.9565074242690277,StoneDrill,T1497,Virtualization/Sandbox Evasion
STARWHALE has the ability to hex-encode collected data from an infected host.,command-and-control,collection,0.9563443765113652,STARWHALE,T1132.001,Standard Encoding
APT29 has used spearphishing with a link to trick victims into clicking on a link to a zip file containing malicious files.,initial-access,execution|initial-access,0.9562147937305102,APT29,T1566.002,Spearphishing Link
"To move laterally on a victim network, FIN6 has used credentials stolen from various systems on which it gathered usernames and password hashes.",initial-access|persistence|privilege-escalation|stealth,credential-access|lateral-movement,0.9560563453220721,FIN6,T1078,Valid Accounts
"During C0015, the threat actors used a malicious HTA file that contained a mix of HTML and JavaScript/VBScript code.",execution,execution|stealth,0.9560150267127615,C0015,T1059.005,Visual Basic
APT29 has compromised email accounts to further enable phishing campaigns and taken control of dormant accounts.,resource-development,initial-access|resource-development,0.9560144975810847,APT29,T1586.002,Email Accounts
BoomBox can check its current working directory and for the presence of a specific file and terminate if specific values are not found.,stealth,discovery|stealth,0.9560111618694334,BoomBox,T1480,Execution Guardrails
"For Operation Spalax, the threat actors used dynamic DNS services, including Duck DNS and DNS Exit, as part of their C2 infrastructure.",command-and-control,command-and-control|resource-development,0.9551952099305371,Operation Spalax,T1568,Dynamic Resolution
EXOTIC LILY has used contact forms on victim websites to generate phishing e-mails.,reconnaissance,reconnaissance|resource-development,0.9551208621372255,EXOTIC LILY,T1594,Search Victim-Owned Websites
"During Operation AkaiRyū, MirrorFace exported Chrome web data including contact information, keywords, autofill data, and stored credit card information.",discovery,collection,0.9549549394420184,Operation AkaiRyū,T1217,Browser Information Discovery
"LockBit 2.0 has been observed creating accounts for persistence using simple names like ""a"".",persistence,persistence|privilege-escalation|stealth,0.9548275045699829,LockBit 2.0,T1136,Create Account
UPPERCUT can upload files to the C2 from infected machines.,collection,collection|command-and-control|exfiltration,0.9535525252335728,UPPERCUT,T1005,Data from Local System
Lokibot has the ability to copy itself to a hidden file and directory.,stealth,lateral-movement|stealth,0.9531527454166093,Lokibot,T1564.001,Hidden Files and Directories
"Embargo has leveraged MDeployer to terminate the MS4Killer process, delete the decrypted payload files and a driver file dropped by MS4killer, and reboot the system.",stealth,impact|stealth,0.9531413992556446,Embargo,T1070.004,File Deletion
KGH_SPY can harvest data from mail clients.,collection,collection|credential-access,0.9527176520685647,KGH_SPY,T1114.001,Local Email Collection
HermeticWiper can disable pop-up information about folders and desktop items and delete Registry keys to hide malicious services.,stealth,defense-impairment,0.9525931790366666,HermeticWiper,T1070,Indicator Removal
FIN13 has utilized tools such as Incognito V2 for token manipulation and impersonation.,privilege-escalation|stealth,privilege-escalation|resource-development|stealth,0.952486089899778,FIN13,T1134.003,Make and Impersonate Token
Cuckoo Stealer can achieve persistence by creating launch agents to repeatedly execute malicious payloads.,persistence|privilege-escalation,execution|persistence|privilege-escalation,0.9520194399118476,Cuckoo Stealer,T1543.001,Launch Agent
AADInternals can check for the existence of user email addresses using public Microsoft APIs.,reconnaissance,discovery,0.9517708253750694,AADInternals,T1589.002,Email Addresses
LAPSUS$ acquired and used the Redline password stealer in their operations.,resource-development,credential-access|resource-development,0.9515099734819917,LAPSUS$,T1588.001,Malware
Psylo has a command to conduct timestomping by setting a specified file’s timestamps to match those of a system file in the System32 directory.,stealth,discovery|stealth,0.9514726379409583,Psylo,T1070.006,Timestomp
APT38 has used the legitimate application `ieinstal.exe` to bypass UAC.,privilege-escalation,privilege-escalation|stealth,0.9514399196300395,APT38,T1548.002,Bypass User Account Control
"During RedPenguin, UNC3886 used malware to clear the `HISTFILE` environmental variable and to inject into Junos OS processes to inhibit logging.",defense-impairment,defense-impairment|privilege-escalation|stealth,0.951310072613329,RedPenguin,T1690,Prevent Command History Logging
LockBit 3.0 can use HTTP to send victim host information to C2.,command-and-control,command-and-control|exfiltration,0.9512066296578636,LockBit 3.0,T1071.001,Web Protocols
"For Operation Dream Job, Lazarus Group gathered victim organization information to identify specific targets.",reconnaissance,discovery|reconnaissance,0.9511842893091436,Operation Dream Job,T1591,Gather Victim Org Information
SOUNDBITE is capable of gathering system information.,discovery,collection|discovery,0.9506886216293449,SOUNDBITE,T1082,System Information Discovery
njRAT can read specific registry values.,discovery,defense-impairment|discovery|persistence,0.9504684015214779,njRAT,T1012,Query Registry
ShimRat has registered two registry keys for shim databases.,defense-impairment|persistence,credential-access|defense-impairment|persistence,0.9504173582437915,ShimRat,T1112,Modify Registry
Rising Sun can modify file attributes to hide files.,stealth,defense-impairment|stealth,0.9503680317783819,Rising Sun,T1564.001,Hidden Files and Directories
Stuxnet used WMI with an explorer.exe token to execute on a remote share.,execution,execution|lateral-movement|privilege-escalation|stealth,0.949950319070951,Stuxnet,T1047,Windows Management Instrumentation
Some SeaDuke samples have a module to use pass the ticket with Kerberos for authentication.,lateral-movement,credential-access|lateral-movement,0.9499081827731287,SeaDuke,T1550.003,Pass the Ticket
"During C0011, Transparent Tribe sent malicious attachments via email to student targets in India.",initial-access,execution|initial-access,0.9493529826981413,C0011,T1566.001,Spearphishing Attachment
TrickBot has been delivered via malicious links in phishing e-mails.,initial-access,execution|initial-access,0.9490282295935539,TrickBot,T1566.002,Spearphishing Link
NGLite will initially beacon out to the NKN network via an HTTP POST over TCP 30003.,command-and-control,command-and-control|exfiltration,0.9488004438253836,NGLite,T1071.001,Web Protocols
Industroyer’s data wiper module writes zeros into the registry keys in SYSTEM\CurrentControlSet\Services to render a system inoperable.,impact,defense-impairment|persistence,0.9487207714090365,Industroyer,T1489,Service Stop
UPSTYLE creates a `.pth` file beginning with the text `import` so that any time another process or script attempts to reference the modified item the malicious code will also run.,persistence|privilege-escalation,persistence|privilege-escalation|stealth,0.9484741046317877,UPSTYLE,T1546,Event Triggered Execution
APT33 has used a variety of publicly available tools like Gpppassword to gather credentials.,credential-access,credential-access|reconnaissance|resource-development,0.9481434450295002,APT33,T1552.006,Group Policy Preferences
APT29 has used Dynamic DNS providers for their malware C2 infrastructure.,command-and-control,command-and-control|resource-development,0.947984025672202,APT29,T1568,Dynamic Resolution
"Pupy can use an add on feature when creating payloads that allows you to create custom Python scripts (“scriptlets”) to perform tasks offline (without requiring a session) such as sandbox detection, adding persistence, etc.",execution,execution|persistence|privilege-escalation,0.9477767552161006,Pupy,T1059.006,Python
Gazer injects its communication module into an Internet accessible process through which it performs C2.,privilege-escalation|stealth,command-and-control|privilege-escalation|stealth,0.9477765141040784,Gazer,T1055,Process Injection
Grandoreiro can download its second stage from a hardcoded URL within the loader's code.,command-and-control,command-and-control|stealth,0.9471518056980014,Grandoreiro,T1105,Ingress Tool Transfer
APT-C-36 has used a fileless attack chain composed of three JavaScript code snippets to execute subsequent payloads.,execution,execution|stealth,0.9467795757234257,APT-C-36,T1059.007,JavaScript
SslMM identifies and kills anti-malware processes.,defense-impairment,defense-impairment|discovery,0.9467579893520012,SslMM,T1685,Disable or Modify Tools
Qilin can configure a Winlogon registry entry.,persistence|privilege-escalation,defense-impairment|persistence,0.9467567617159136,Qilin,T1547.004,Winlogon Helper DLL
Daggerfly has used strategic website compromise to deliver a malicious link requiring user interaction.,execution,execution|initial-access,0.9463340260807049,Daggerfly,T1204.001,Malicious Link
Playcrypt can use AlphaVSS to delete shadow copies.,impact,impact|stealth,0.9454774759986263,Playcrypt,T1490,Inhibit System Recovery
WellMess can encrypt HTTP POST data using RC6 and a dynamically generated AES key encrypted with a hard coded RSA public key.,command-and-control,command-and-control|impact,0.9452474872589897,WellMess,T1573.001,Symmetric Cryptography
"BADNEWS identifies files with certain extensions from USB devices, then copies them to a predefined directory.",discovery,collection,0.945042887072863,BADNEWS,T1083,File and Directory Discovery
APT33 has utilized PowerShell to download files from the C2 server and run various scripts.,execution,command-and-control|execution,0.9446337573773681,APT33,T1059.001,PowerShell
"Indrik Spider used PsExec to leverage Windows Defender to disable scanning of all downloaded files and to restrict real-time monitoring. Indrik Spider has used `MpCmdRun` to revert the definitions in Microsoft Defender. Additionally, Indrik Spider has used WMI to stop or uninstall and reset anti-virus products and other defensive services.",defense-impairment,defense-impairment|execution,0.9445912329094087,Indrik Spider,T1685,Disable or Modify Tools
EnvyScout has used folder icons for malicious files to lure victims into opening them.,stealth,execution,0.9443183930615398,EnvyScout,T1036,Masquerading
BlackByte Ransomware identifies the language on the victim system.,discovery,discovery|impact,0.9441882061421893,BlackByte Ransomware,T1614.001,System Language Discovery
"For Operation Spalax, the threat actors used XOR-encrypted payloads.",stealth,resource-development|stealth,0.9439536308043368,Operation Spalax,T1027.013,Encrypted/Encoded File
"HermeticWiper can call multiple Windows API functions used for privilege escalation, service execution, and to overwrite random bites of data.",execution,execution|impact,0.9438522074834088,HermeticWiper,T1106,Native API
HAWKBALL has exploited Microsoft Office vulnerabilities CVE-2017-11882 and CVE-2018-0802 to deliver the payload.,execution,execution|initial-access,0.9438214715709935,HAWKBALL,T1203,Exploitation for Client Execution
Diskpart can be used to delete a partition or a volume. Diskpart can also be used to remove all partitions or volume formatting from the selected disk.,impact,impact|stealth,0.9437036810110248,Diskpart,T1561.002,Disk Structure Wipe
PAKLOG has used Windows API `SetWindowsHookExW` with `idHook` set to `WH_KEYBOARD_LL` and a custom hook procedure to support its keylogging functions.,execution,collection|credential-access,0.9436540527507551,PAKLOG,T1106,Native API
"HermeticWiper has the ability to modify Registry keys to disable crash dumps, colors for compressed files, and pop-up information about folders and desktop items.",defense-impairment|persistence,defense-impairment,0.9428923457635453,HermeticWiper,T1112,Modify Registry
Javali has used embedded VBScript to download malicious payloads from C2.,execution,command-and-control|execution,0.9418824234687141,Javali,T1059.005,Visual Basic
"During RedPenguin, UNC3886 created multiple strains of malware using names to mimic legitimate binaries such as appid, to, irad, lmpad, jdosd, and oemd.",stealth,resource-development|stealth,0.9417533094594464,RedPenguin,T1036.005,Match Legitimate Resource Name or Location
Indrik Spider has used a service account to extract copies of the `Security` Registry hive.,discovery,credential-access|persistence,0.941697499650608,Indrik Spider,T1012,Query Registry
MirrorFace has abused a known Microsoft digital signature verification issues to append encrypted data to digital signatures that still appear to be validly signed.,defense-impairment,defense-impairment|stealth,0.9416648187215255,MirrorFace,T1553.002,Code Signing
OilBooster can use an actor-controlled OneDrive account for C2 communication and exfiltration.,exfiltration,command-and-control|exfiltration,0.9415492420753508,OilBooster,T1041,Exfiltration Over C2 Channel
LAPSUS$ has searched a victim's network for collaboration platforms like SharePoint to discover further high-privilege account credentials.,collection,discovery,0.9410466322491202,LAPSUS$,T1213.002,Sharepoint
Elise encrypts exfiltrated data with RC4.,command-and-control,collection|exfiltration,0.9406406203301987,Elise,T1573.001,Symmetric Cryptography
"During Operation AkaiRyū, MirrorFace used MSBuild to compile and execute its FaceXInjector injection tool.",execution|stealth,privilege-escalation|stealth,0.9400914730192895,Operation AkaiRyū,T1127.001,MSBuild
Stuxnet can propagate via removable media using an autorun.inf file or the CVE-2010-2568 LNK vulnerability.,initial-access|lateral-movement,initial-access|lateral-movement|privilege-escalation,0.9400456625790954,Stuxnet,T1091,Replication Through Removable Media
"During Operation Spalax, the threat actors relied on a victim to click on a malicious link distributed via phishing emails.",execution,execution|initial-access,0.9399306975453308,Operation Spalax,T1204.001,Malicious Link
UPPERCUT has the capability to gather the victim's current directory.,discovery,collection|discovery,0.9399145238612485,UPPERCUT,T1083,File and Directory Discovery
Pysa has used PsExec to copy and execute the ransomware.,execution,execution|lateral-movement,0.9394991381211563,Pysa,T1569.002,Service Execution
"APT29 has edited the `Microsoft.IdentityServer.Servicehost.exe.config` file to load a malicious DLL into the AD FS process, thereby enabling persistent access to any service federated with AD FS for a user with a specified User Principal Name.",credential-access|defense-impairment|persistence,persistence|privilege-escalation|stealth,0.9394022949577631,APT29,T1556.007,Hybrid Identity
KillDisk loads and executes functions from a DLL.,execution,execution|stealth,0.9390571096467393,KillDisk,T1129,Shared Modules
Suckfly has used stolen certificates to sign its malware.,defense-impairment,defense-impairment|resource-development,0.9389015397751771,Suckfly,T1553.002,Code Signing
Blue Mockingbird has used wmic.exe and Windows Registry modifications to set the COR_PROFILER environment variable to execute a malicious DLL whenever a process loads the .NET CLR.,execution|stealth,defense-impairment|execution|persistence,0.9383497003271479,Blue Mockingbird,T1574.012,COR_PROFILER
FIN6 used the Plink command-line utility to create SSH tunnels to C2 servers.,command-and-control,command-and-control|execution,0.937074410307859,FIN6,T1572,Protocol Tunneling
APT29 has developed malware variants written in Python.,execution,execution|resource-development,0.9366596805704495,APT29,T1059.006,Python
APT29 has exploited CVE-2021-36934 to escalate privileges on a compromised host.,privilege-escalation,initial-access|privilege-escalation,0.9365264661495746,APT29,T1068,Exploitation for Privilege Escalation
"Indrik Spider has downloaded tools, such as the Advanced Port Scanner utility and Lansweeper, to conduct internal reconnaissance of the victim network. Indrik Spider has also accessed the victim’s VMware VCenter, which had information about host configuration, clusters, etc.",reconnaissance,discovery,0.9364797907328947,Indrik Spider,T1590,Gather Victim Network Information
CORESHELL collects hostname and OS version data from the victim and sends the information to its C2 server.,discovery,discovery|exfiltration,0.9363883533539701,CORESHELL,T1082,System Information Discovery
Empire can use GitHub for data exfiltration.,exfiltration,collection|exfiltration,0.936230641467052,Empire,T1567.001,Exfiltration to Code Repository
"During Operation Dream Job, Lazarus Group performed brute force attacks against administrator accounts.",credential-access,credential-access|initial-access|persistence,0.9359223732834266,Operation Dream Job,T1110,Brute Force
LAPSUS$ has searched a victim's network for collaboration platforms like Confluence and JIRA to discover further high-privilege account credentials.,collection,discovery,0.9355203904279256,LAPSUS$,T1213.001,Confluence
Stuxnet encrypts exfiltrated data via C2 with static 31-byte long XOR keys.,collection,exfiltration,0.9353066221929645,Stuxnet,T1560.003,Archive via Custom Method
SideCopy has collected browser information from a compromised host.,discovery,collection|discovery,0.9349718980159445,SideCopy,T1518,Software Discovery
XTunnel is capable of accessing locally stored passwords on victims.,credential-access,collection|credential-access,0.9344215742430935,XTunnel,T1552.001,Credentials In Files
Embargo has utilized a BAT script to disable security solutions.,execution,defense-impairment|execution,0.9343669129960431,Embargo,T1059.003,Windows Command Shell
Pupy can list local and remote shared drives and folders over SMB.,discovery,discovery|lateral-movement,0.9341580172182483,Pupy,T1135,Network Share Discovery
OopsIE can upload files from the victim's machine to its C2 server.,exfiltration,collection|command-and-control|exfiltration,0.9339193571160398,OopsIE,T1041,Exfiltration Over C2 Channel
"For Operation Spalax, the threat actors used a variety of packers, including CyaX, to obfuscate malicious executables.",stealth,resource-development|stealth,0.9338794827776757,Operation Spalax,T1027.002,Software Packing
GreyEnergy uses PsExec locally in order to execute rundll32.exe at the highest privileges (NTAUTHORITY\SYSTEM).,stealth,privilege-escalation|stealth,0.9334498080137055,GreyEnergy,T1218.011,Rundll32
ShimRat has hijacked the cryptbase.dll within migwiz.exe to escalate privileges. This prevented the User Access Control window from appearing.,privilege-escalation,privilege-escalation|stealth,0.9327152952623687,ShimRat,T1548.002,Bypass User Account Control
BlackEnergy has removed the watermark associated with enabling the TESTSIGNING boot configuration option by removing the relevant strings in the user32.dll.mui of the system.,stealth,defense-impairment|stealth,0.93251930085671,BlackEnergy,T1070,Indicator Removal
MgBot includes modules capable of gathering information from USB thumb drives and CD-ROMs on the victim machine given a list of provided criteria.,collection,collection|discovery,0.9324068451631068,MgBot,T1025,Data from Removable Media
Pupy can enable/disable RDP connection and can start a remote desktop session using a browser web socket client.,lateral-movement,lateral-movement|persistence,0.9323873100523608,Pupy,T1021.001,Remote Desktop Protocol
WinMM sets a WH_CBT Windows hook to search for and capture files on the victim.,discovery,collection|discovery,0.9323418888813749,WinMM,T1083,File and Directory Discovery
"Impacket has used its `wmiexec` command, leveraging Windows Management Instrumentation, to remotely stage and execute payloads in victim networks.",lateral-movement,execution|lateral-movement,0.9322357571698892,Impacket,T1570,Lateral Tool Transfer
"LockBit 3.0 can encrypt targeted data using the AES-256, ChaCha20, or RSA-2048 algorithms.",impact,command-and-control|impact,0.9319205447278718,LockBit 3.0,T1486,Data Encrypted for Impact
"FIN13 has utilized obfuscated and open-source web shells such as JspSpy, reGeorg, MiniWebCmdShell, and Vonloesch Jsp File Browser 1.2 to enable remote code execution and to execute commands on compromised web server.",persistence,execution|persistence,0.9315092160533504,FIN13,T1505.003,Web Shell
SharpDisco can load a plugin to exfiltrate stolen files to SMB shares also used in C2.,exfiltration,exfiltration|lateral-movement,0.9312390117708308,SharpDisco,T1041,Exfiltration Over C2 Channel
Latrodectus has been executed through malicious links distributed in email campaigns.,execution,execution|initial-access,0.9310600224505712,Latrodectus,T1204.001,Malicious Link
Blue Mockingbird has used batch script files to automate execution and deployment of payloads.,execution,execution|stealth,0.9309865270632297,Blue Mockingbird,T1059.003,Windows Command Shell
TrickBot collects local files and information from the victim’s local machine.,collection,collection|discovery,0.9308280034412831,TrickBot,T1005,Data from Local System
BoomBox can download files from Dropbox using a hardcoded access token.,command-and-control,command-and-control|stealth,0.9306030459078986,BoomBox,T1102,Web Service
"P8RAT has the ability to ""sleep"" for a specified time to evade detection.",discovery|stealth,discovery|exfiltration|stealth,0.9303107159089821,P8RAT,T1497.003,Time Based Checks
RGDoor encrypts files with XOR before sending them back to the C2 server.,collection,collection|command-and-control,0.9297245377298927,RGDoor,T1560.003,Archive via Custom Method
Axiom has been observed using SQL injection to gain access to systems.,initial-access,initial-access|privilege-escalation|stealth,0.9295181283765336,Axiom,T1190,Exploit Public-Facing Application
ShimRatReporter used several Windows API functions to gather information from the infected system.,execution,collection|execution,0.9289646866393735,ShimRatReporter,T1106,Native API
Wingbird performs multiple process injections to hijack system processes and execute malicious code.,privilege-escalation|stealth,execution|privilege-escalation|stealth,0.9287736930119276,Wingbird,T1055,Process Injection
Brute Ratel C4 has used reflective loading to execute malicious DLLs.,stealth,execution|stealth,0.9276214573429032,Brute Ratel C4,T1620,Reflective Code Loading
"During Operation Dream Job, Lazarus Group used a remote XSL script to download a Base64-encoded DLL custom downloader.",stealth,command-and-control|stealth,0.9275579912452451,Operation Dream Job,T1220,XSL Script Processing
The AshTag loader and AshenOrchestrator components can collect reconnaissance data from victim machines.,discovery,collection,0.9275312698973385,AshTag,T1082,System Information Discovery
REvil has been executed via malicious MS Word e-mail attachments.,execution,execution|initial-access,0.9268703574061038,REvil,T1204.002,Malicious File
LockBit 3.0 can enable automatic logon through the `SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon` Registry key.,persistence|privilege-escalation,defense-impairment|persistence|privilege-escalation,0.9267801775102673,LockBit 3.0,T1547.004,Winlogon Helper DLL
APT38 has used DYEPACK.FOX to manipulate PDF data as it is accessed to remove traces of fraudulent SWIFT transactions from the data displayed to the end user.,impact,collection|stealth,0.9262272148104943,APT38,T1565.003,Runtime Data Manipulation
Qilin can use PowerShell cmdlets to enumerate domain users.,discovery,discovery|execution,0.9261721580957297,Qilin,T1087.002,Domain Account
PlugX can use API hashing and modify the names of strings to evade detection.,stealth,defense-impairment|stealth,0.9257623843811219,PlugX,T1027,Obfuscated Files or Information
Tomiris has the ability to collect recent files matching a hardcoded list of extensions prior to exfiltration.,collection,collection|discovery,0.9254955396504319,Tomiris,T1005,Data from Local System
KillDisk has used the FindNextFile command as part of its file deletion process.,discovery,stealth,0.9254371652777311,KillDisk,T1083,File and Directory Discovery
"Regin appears to have functionality to sniff for credentials passed over HTTP, SMTP, and SMB.",credential-access|discovery,credential-access,0.9252687003426238,Regin,T1040,Network Sniffing
KEYMARBLE has the capability to delete files off the victim’s machine.,stealth,impact|stealth,0.9252459896091301,KEYMARBLE,T1070.004,File Deletion
